LCT_Connections,Category,Type,Import,Export,LicenceArea,FunctionalLocation,SecondarySubstationAlias,Status,Primary_FunctionalLocation,PrimaryFeeder,Latitude,Longitude,geopoint,LocalAuthority
22,Generation,Solar PV,0,98,Eastern Power Networks (EPN),EPN-S0000005U3006,5U3006,Connected,EPN-S0000000H5070,L17 SPROWSTON PRIMARY,,,"52.6612726846834, 1.31403467666545",Broadland District
6,Generation,Solar PV,0,18,Eastern Power Networks (EPN),EPN-S0000001U2517,1U2517,Connected,EPN-S0000000H1009,D26 WARREN HEATH,,,"52.036394167099, 1.21256976435142",East Suffolk District
7,Generation,Solar PV,0,69,Eastern Power Networks (EPN),EPN-S0000001U2216,1U2216,Connected,EPN-S0000000H1049,D15 ROUNDWOOD RD PRIMARY,,,"52.051919853163, 1.19359334697573",Ipswich District (B)
7,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000008U8775,8U8775,Connected,EPN-S0000000H8058,K50 MERRYHILL PRIMARY,,,"51.6275175447141, -0.378431516428583",Three Rivers District
6,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000004U3714,4U3714,Connected,EPN-S0000000H4032,E21 SAFFRON WALDEN PRIMARY,,,"51.9805715319614, 0.208954556818003",Uttlesford District
9,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000003U0855,3U0855,Connected,EPN-S0000000H3069,A36 LAKE & ELLIOT PRIMARY,,,"51.848505973678, 0.61977774133307",Braintree District
9,Generation,Solar PV,0,30,Eastern Power Networks (EPN),EPN-S0000008U0908,8U0908,Connected,EPN-S0000000H8123,A17 LEWSEY PRIMARY,,,"51.8995639743064, -0.488328900483647",Luton (B)
43,Generation,Solar PV,0,117,Eastern Power Networks (EPN),EPN-S0000006U0584,6U0584,Connected,EPN-S0000000F6057,C09 PETERBOROUGH EAST 33-11,,,"52.6086651268484, -0.244342925605569",City of Peterborough (B)
6,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000008U2032,8U2032,Connected,EPN-S0000000H8090,E36 CHURCH END PRIMARY,,,"51.5986408158889, -0.202136899516817",Barnet London Boro
7,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-S0000005U3577,5U3577,Connected,EPN-S0000000H5006,L10 HORSFORD PRIMARY,,,"52.7074597119724, 1.32325896488224",Broadland District
11,Generation,Solar PV,0,38,Eastern Power Networks (EPN),EPN-S0000008U5425,8U5425,Connected,EPN-S0000000H8021,F33 THAME PRIMARY,,,"51.7770387167596, -1.00107944593655",Buckinghamshire
21,Generation,Solar PV,0,63,Eastern Power Networks (EPN),EPN-S0000008U6072,8U6072,Connected,EPN-S0000000H8126,J14 NORTH STEVEGE PRIMARY,,,"51.9566856667003, -0.174634925061403",North Hertfordshire District
14,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-S0000003U3102,3U3102,Connected,EPN-S0000000H3061,J51 FRINTON PRIMARY,,,"51.8419026237027, 1.24509568645946",Tendring District
9,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000003U3176,3U3176,Connected,EPN-S0000000H3061,J51 FRINTON PRIMARY,,,"51.8404079617472, 1.25710796221994",Tendring District
15,Generation,Solar PV,0,47,Eastern Power Networks (EPN),EPN-S0000003U3163,3U3163,Connected,EPN-S0000000H3003,J50 DOVERCOURT PRIMARY,,,"51.9256180678416, 1.25196240857772",Tendring District
22,Generation,Solar PV,0,90,Eastern Power Networks (EPN),EPN-S0000004U0099,4U0099,Connected,EPN-S0000000H4020,E72 LANDBEACH PRIMARY,,,"52.245354827953, 0.155991405574967",South Cambridgeshire District
19,Generation,Solar PV,0,62,Eastern Power Networks (EPN),EPN-S0000005U0732,5U0732,Connected,EPN-S0000000H5056,H13 LOWESTOFT GRID,,,"52.4937587011792, 1.73274468043262",East Suffolk District
10,Generation,Solar PV,0,37,Eastern Power Networks (EPN),EPN-R00000000G13F-000-078Z,6R7362,Connected,EPN-S0000000H6075,G13 NORTHWOLD PRIMARY,,,"52.5357894734304, 0.55667691867899",King's Lynn and West Norfolk District (B)
13,Generation,Solar PV,0,36,Eastern Power Networks (EPN),EPN-S0000004U3079,4U3079,Connected,EPN-S0000000F4065,E14 FULBOURN GRID,,,"52.1835838191982, 0.176229094144066",Cambridge District (B)
13,Generation,Solar PV,0,40,Eastern Power Networks (EPN),EPN-S0000005U2764,5U2764,Connected,EPN-S0000000H5057,L12 MOUSEHOLD PRIMARY,,,"52.6403807386987, 1.34087224082453",Broadland District
7,Generation,Solar PV,0,40,Eastern Power Networks (EPN),EPN-S0000005U3776,5U3776,Connected,EPN-S0000000H5002,L31 BOUNDARY PARK PRIMARY,,,"52.6469068228881, 1.28318864782872",Norwich District (B)
12,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000008U3767,8U3767,Connected,EPN-S0000000H8093,F07 FROGMORE PRIMARY,,,"51.7361247956257, -0.473010166715436",Dacorum District (B)
8,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000003U2869,3U2869,Connected,EPN-S0000000H3052,J46 TIPTREE PRIMARY,,,"51.8111936327623, 0.75779598964279",Colchester District (B)
7,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000005U1268,5U1268,Connected,EPN-S0000000H5018,H18 HENSTEAD PRIMARY,,,"52.4252012249803, 1.63003300322886",East Suffolk District
6,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000003U0159,3U0159,Connected,EPN-S0000000H3040,A73 SOUTH WITHAM PRIMARY,,,"51.8032947865001, 0.621377572362635",Braintree District
11,Generation,Solar PV,0,36,Eastern Power Networks (EPN),EPN-S0000004U1254,4U1254,Connected,EPN-S0000000F4055,B53 LITTLE BARFORD 11KV,,,"52.2192151828742, -0.265866425072539",Huntingdonshire District
8,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000006U2492,6U2492,Connected,EPN-S0000000H6009,G15 SNETTISHAM PRIMARY,,,"52.9113194351931, 0.497726739925314",King's Lynn and West Norfolk District (B)
8,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000008U5522,8U5522,Connected,EPN-S0000000H8021,F33 THAME PRIMARY,,,"51.7434259603261, -0.960140795784261",South Oxfordshire District
20,Generation,Solar PV,0,74,Eastern Power Networks (EPN),EPN-S0000006U1168,6U1168,Connected,EPN-S0000000H6029,C18 MARCH PRIMARY,,,"52.5384790214978, 0.0949957746993387",Fenland District
11,Generation,Solar PV,0,82,Eastern Power Networks (EPN),EPN-S0000003U2964,3U2964,Connected,EPN-S0000000H3027,J48 CLACTON GRID,,,"51.8083816178042, 1.14754105621593",Tendring District
16,Generation,Solar PV,0,57,Eastern Power Networks (EPN),EPN-S0000006U0317,6U0317,Connected,EPN-S0000000F6037,C04 PETERBOROUGH NORTH GRID,,,"52.5791918494999, -0.294055553525485",City of Peterborough (B)
7,Generation,Solar PV,0,26,Eastern Power Networks (EPN),EPN-R00000000A23B-000-106Z,3R0665,Connected,EPN-S0000000H3066,A23 DANBURY PRIMARY,,,"51.7104951824191, 0.623382626183129",Maldon District (B)
14,Generation,Solar PV,0,48,Eastern Power Networks (EPN),EPN-S0000001U2084,1U2084,Connected,EPN-S0000000H1049,D15 ROUNDWOOD RD PRIMARY,,,"52.0633588280384, 1.17804280210736",Ipswich District (B)
8,Generation,Solar PV,0,29,Eastern Power Networks (EPN),EPN-S0000003U1406,3U1406,Connected,EPN-S0000000H3030,A47 SOUTH WOODHAM PRIMARY,,,"51.7051344275302, 0.597928153287838",Chelmsford District (B)
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000007U2078,7U2078,Connected,EPN-S0000000H7037,C41 WICKFORD PRIMARY,,,"51.6068832940425, 0.519602774645412",Basildon District (B)
11,Generation,Solar PV,0,37,Eastern Power Networks (EPN),EPN-S0000008U5743,8U5743,Connected,EPN-S0000000H8165,J09 NORTH HITCHIN PRIMARY,,,"51.9760170399815, -0.275452911800496",North Hertfordshire District
44,Generation,Solar PV,0,159,Eastern Power Networks (EPN),EPN-S0000004U3410,4U3410,Connected,EPN-S0000000H4045,E19 SAWSTON PRIMARY,,,"52.0893777186648, 0.15627385116084",South Cambridgeshire District
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000004U1857,4U1857,Connected,EPN-S0000000H4046,B62 ST IVES PRIMARY,,,"52.3367367962936, -0.071054865120127",Huntingdonshire District
17,Generation,Solar PV,0,94,Eastern Power Networks (EPN),EPN-S0000004U3320,4U3320,Connected,EPN-S0000000H4012,E18 SHEPRETH PRIMARY,,,"52.1136491568114, 0.0643676726543369",South Cambridgeshire District
10,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000008U2488,8U2488,Connected,EPN-S0000000H8097,E49 KENTON PRIMARY,,,"51.581165710787, -0.305055736581682",Brent London Boro
16,Generation,Solar PV,0,52,Eastern Power Networks (EPN),EPN-S0000003U0083,3U0083,Connected,EPN-S0000000H3032,J64 BERECHURCH PRIMARY,,,"51.8842521502714, 0.888189485757829",Colchester District (B)
14,Generation,Solar PV,0,47,Eastern Power Networks (EPN),EPN-S0000005U1883,5U1883,Connected,EPN-S0000000H5075,L03 CRINGLEFORD PRIMARY,,,"52.6044480641027, 1.24523532130959",South Norfolk District
8,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000007U1846,7U1846,Connected,EPN-S0000000H7037,C41 WICKFORD PRIMARY,,,"51.614242662029, 0.544729065821599",Basildon District (B)
10,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000008U1551,8U1551,Connected,EPN-S0000000H8028,A33 CHEDDINGTON PRIMARY,,,"51.8494448578922, -0.663225658807025",Buckinghamshire
12,Generation,Solar PV,0,50,Eastern Power Networks (EPN),EPN-S0000004U3961,4U3961,Connected,EPN-S0000000H4083,E64 BURWELL PRIMARY,,,"52.2720141289537, 0.335129322082963",East Cambridgeshire District
13,Generation,Solar PV,0,45,Eastern Power Networks (EPN),EPN-S0000006U2423,6U2423,Connected,EPN-S0000000H6064,G14 OUTWELL MOORS PRIMARY,,,"52.6110046459411, 0.228477511094739",King's Lynn and West Norfolk District (B)
12,Generation,Solar PV,0,43,Eastern Power Networks (EPN),EPN-S0000004U3906,4U3906,Connected,EPN-S0000000H4013,E69 SOHAM PRIMARY,,,"52.3547425757676, 0.420686318488969",West Suffolk District
8,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000008U7587,8U7587,Connected,EPN-S0000000H8041,J58 SHEFFORD PRIMARY,,,"52.0334630749919, -0.334075184779185",Central Bedfordshire
8,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-S0000008U7610,8U7610,Connected,EPN-S0000000H8041,J58 SHEFFORD PRIMARY,,,"52.0355478172748, -0.310983624510713",Central Bedfordshire
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000005U2992,5U2992,Connected,EPN-S0000000H5070,L17 SPROWSTON PRIMARY,,,"52.6911975760125, 1.32204409582311",Broadland District
8,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-S0000005U2997,5U2997,Connected,EPN-S0000000H5070,L17 SPROWSTON PRIMARY,,,"52.6927548849202, 1.32453362572624",Broadland District
10,Generation,Solar PV,0,35,Eastern Power Networks (EPN),EPN-S0000005U1706,5U1706,Connected,EPN-S0000000H5041,L01 AYLSHAM PRIMARY,,,"52.7931546048858, 1.2423590486518",Broadland District
19,Generation,Solar PV,0,60,Eastern Power Networks (EPN),EPN-S0000005U1060,5U1060,Connected,EPN-S0000000H5068,H15 HARLESTON PRIMARY,,,"52.4017962344712, 1.30665716241732",South Norfolk District
18,Generation,Solar PV,0,65,Eastern Power Networks (EPN),EPN-S0000001U3006,1U3006,Connected,EPN-S0000000H1040,D41 BENTWATERS PRIMARY,,,"52.1327193919263, 1.41682967206537",East Suffolk District
25,Generation,Solar PV,0,87,Eastern Power Networks (EPN),EPN-S0000001U3013,1U3013,Connected,EPN-S0000000H1055,D39 MARTLESHAM PRIMARY,,,"52.0599866243946, 1.2579037597681",East Suffolk District
11,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000003U0889,3U0889,Connected,EPN-S0000000H3069,A36 LAKE & ELLIOT PRIMARY,,,"51.8551272330596, 0.582407227090438",Braintree District
8,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000005U3314,5U3314,Connected,EPN-S0000000H5037,L21 TUCKSWOOD PRIMARY,,,"52.619738412663, 1.26810542033879",Norwich District (B)
12,Generation,Solar PV,0,52,Eastern Power Networks (EPN),EPN-S0000005U2381,5U2381,Connected,EPN-S0000000H5079,L08 HAPTON PRIMARY,,,"52.4894797287272, 1.22296443423032",South Norfolk District
10,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000005U2256,5U2256,Connected,EPN-S0000000H5050,L06 EARLHAM WEST PRIMARY,,,"52.6448602208515, 1.2253441139936",South Norfolk District
9,Generation,Solar PV,0,33,Eastern Power Networks (EPN),EPN-S0000008U6618,8U6618,Connected,EPN-S0000000H8047,J20 ADELAIDE ST PRIMARY,,,"51.7425274190701, -0.364094287356351",St. Albans District (B)
7,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000008U0206,8U0206,Connected,EPN-S0000000H8064,J63 VERITY WAY PRIMARY,,,"51.9187658242396, -0.184331363964929",Stevenage District (B)
6,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000004U0839,4U0839,Connected,EPN-S0000000H4040,B46 HARROWDEN PRIMARY,,,"52.1132100561162, -0.462809466178872",Bedford (B)
6,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000005U1050,5U1050,Connected,EPN-S0000000H5068,H15 HARLESTON PRIMARY,,,"52.3486060642276, 1.31720514169259",Mid Suffolk District
6,Generation,Solar PV,0,20,Eastern Power Networks (EPN),EPN-S0000007U1832,7U1832,Connected,EPN-S0000000H7036,C39 THORPE BAY PRIMARY,,,"51.5316496654478, 0.763723637629801",Southend-on-Sea (B)
13,Generation,Solar PV,0,44,Eastern Power Networks (EPN),EPN-S0000001U1072,1U1072,Connected,EPN-S0000000H1064,B22 KENNINGHALL PRIMARY,,,"52.4358559348103, 0.935884391552534",Breckland District
6,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000005U2934,5U2934,Connected,EPN-S0000000H5069,L15 SALL 11KV,,,"52.767240504387, 1.16646628560531",Broadland District
7,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-R00000000H23C-000-067Z,5R2907,Connected,EPN-S0000000H5019,H23 LEISTON PRIMARY,,,"52.1903722429501, 1.56719564882647",East Suffolk District
6,Generation,Solar PV,0,18,Eastern Power Networks (EPN),EPN-S0000007U0702,7U0702,Connected,EPN-S0000000H7109,C26 CANVEY PRIMARY,,,"51.5182260650461, 0.600797310091771",Castle Point District (B)
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000004U3879,4U3879,Connected,EPN-S0000000H4013,E69 SOHAM PRIMARY,,,"52.340705255627, 0.332471086635384",East Cambridgeshire District
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000001U1077,1U1077,Connected,EPN-S0000000H1066,B23 MILDENHALL PRIMARY,,,"52.3505109928204, 0.511003668962648",West Suffolk District
13,Generation,Solar PV,0,47,Eastern Power Networks (EPN),EPN-S0000005U3772,5U3772,Connected,EPN-S0000000H5040,L26 WYMONDHAM PRIMARY,,,"52.5946014351663, 1.17201049566531",South Norfolk District
10,Generation,Solar PV,0,34,Eastern Power Networks (EPN),EPN-S0000001U0367,1U0367,Connected,EPN-S0000000H1014,B10 DISS GRID,,,"52.3658622408417, 1.15256934348378",South Norfolk District
9,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000005U2598,5U2598,Connected,EPN-S0000000H5006,L10 HORSFORD PRIMARY,,,"52.6778278197819, 1.20579567195227",Broadland District
11,Generation,Solar PV,0,38,Eastern Power Networks (EPN),EPN-S0000001U2072,1U2072,Connected,EPN-S0000000H1006,D14 HIGHFIELD PRIMARY,,,"52.0912483194128, 1.19544184749474",East Suffolk District
7,Generation,Solar PV,0,27,Eastern Power Networks (EPN),EPN-S0000005U3564,5U3564,Connected,EPN-S0000000H5038,L24 WEST BECKHAM PRIMARY,,,"52.9084120728961, 1.09650025008601",North Norfolk District
6,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000005U3534,5U3534,Connected,EPN-S0000000H5038,L24 WEST BECKHAM PRIMARY,,,"52.910225747406, 1.09644958564113",North Norfolk District
10,Generation,Solar PV,0,35,Eastern Power Networks (EPN),EPN-S0000001U0720,1U0720,Connected,EPN-S0000000H1013,B17 CORRD PRIMARY,,,"52.0277092338213, 0.757022527705291",Babergh District
9,Generation,Solar PV,0,39,Eastern Power Networks (EPN),EPN-S0000004U0457,4U0457,Connected,EPN-S0000000H4074,B42 AUSTIN CANONS PRIMARY,,,"52.1164559129619, -0.505780765982085",Bedford (B)
8,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000001U2121,1U2121,Connected,EPN-S0000000H1006,D14 HIGHFIELD PRIMARY,,,"52.0827243438221, 1.14315290143457",Ipswich District (B)
6,Generation,Solar PV,0,16,Eastern Power Networks (EPN),EPN-S0000007U6657,7U6657,Connected,EPN-S0000000H7095,K15 ELM PARK PRIMARY,,,"51.5464666493191, 0.192270549392163",Havering London Boro
8,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000004U1913,4U1913,Connected,EPN-S0000000F4039,B64 EDISON RD GRID,,,"52.1542441346119, -0.4356737326741",Bedford (B)
15,Generation,Solar PV,0,63,Eastern Power Networks (EPN),EPN-S0000005U2622,5U2622,Connected,EPN-S0000000H5065,L40 EARLHAM GRID LOCAL,,,"52.6535081429613, 1.15316676225395",South Norfolk District
8,Generation,Solar PV,0,18,Eastern Power Networks (EPN),EPN-S0000007U7688,7U7688,Connected,EPN-S0000000H7133,K31 SELIS LN PRIMARY,,,"51.5697090919017, 0.135875777597567",Barking and Dagenham London Boro
6,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000001U1081,1U1081,Connected,EPN-S0000000H1064,B22 KENNINGHALL PRIMARY,,,"52.436240824239, 0.997795379009165",Breckland District
13,Generation,Solar PV,0,42,Eastern Power Networks (EPN),EPN-S0000008U4203,8U4203,Connected,EPN-S0000000H8160,E56 ROWLEY LN PRIMARY,,,"51.6564277329991, -0.255470095658836",Hertsmere District (B)
7,Generation,Solar PV,0,21,Eastern Power Networks (EPN),EPN-S0000003U3433,3U3433,Connected,EPN-S0000000H3059,J54 CHISBON HEATH PRIMARY,,,"51.8163707973066, 1.02775976086864",Tendring District
7,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000001U0341,1U0341,Connected,EPN-S0000000H1070,B09 DEBENHAM PRIMARY,,,"52.2241059187929, 1.18553846748571",Mid Suffolk District
6,Generation,Solar PV,0,18,Eastern Power Networks (EPN),EPN-S0000005U2549,5U2549,Connected,EPN-S0000000H5006,L10 HORSFORD PRIMARY,,,"52.6680868999088, 1.26520415879183",Broadland District
8,Generation,Solar PV,0,31,Eastern Power Networks (EPN),EPN-S0000001U2623,1U2623,Connected,EPN-S0000000H1053,D24 GUSFORD HALL PRIMARY,,,"52.0490386690897, 1.14235845222395",Ipswich District (B)
12,Generation,Solar PV,0,41,Eastern Power Networks (EPN),EPN-S0000004U0525,4U0525,Connected,EPN-S0000000H4051,B43 MANTON LN PRIMARY,,,"52.1552504189964, -0.46639754359958",Bedford (B)
12,Generation,Solar PV,0,40,Eastern Power Networks (EPN),EPN-S0000003U2852,3U2852,Connected,EPN-S0000000H3052,J46 TIPTREE PRIMARY,,,"51.8147111296107, 0.755972340140682",Colchester District (B)
8,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000005U3631,5U3631,Connected,EPN-S0000000H5025,L25 WROXHAM PRIMARY,,,"52.7008201099107, 1.40263898900046",Broadland District
6,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000003U2851,3U2851,Connected,EPN-S0000000H3052,J46 TIPTREE PRIMARY,,,"51.8135595022456, 0.758435830611851",Colchester District (B)
7,Generation,Solar PV,0,22,Eastern Power Networks (EPN),EPN-S0000007U1850,7U1850,Connected,EPN-S0000000H7078,C38 SOUTH BENFLEET PRIMARY,,,"51.5587025301982, 0.558007795112667",Castle Point District (B)
8,Generation,Solar PV,0,23,Eastern Power Networks (EPN),EPN-S0000008U0842,8U0842,Connected,EPN-S0000000H8123,A17 LEWSEY PRIMARY,,,"51.8998205690298, -0.501964853149691",Luton (B)
33,Generation,Solar PV,0,110,Eastern Power Networks (EPN),EPN-S0000003U3565,3U3565,Connected,EPN-S0000000H3074,J56 MERSEA RD PRIMARY,,,"51.8753393380482, 0.903080522718776",Colchester District (B)
23,Generation,Solar PV,0,79,Eastern Power Networks (EPN),EPN-S0000005U0375,5U0375,Connected,EPN-S0000000H5083,H08 ORMESBY PRIMARY,,,"52.684235560363, 1.62971325364067",Great Yarmouth District (B)
9,Generation,Solar PV,0,29,Eastern Power Networks (EPN),EPN-S0000001U1969,1U1969,Connected,EPN-S0000000H1067,B63 WRATTING PRIMARY,,,"52.0902690060507, 0.484240155277243",West Suffolk District
14,Generation,Solar PV,0,60,Eastern Power Networks (EPN),EPN-S0000004U2957,4U2957,Connected,EPN-S0000000H4088,E12 ST ANTHONY ST PRIMARY,,,"52.1962489886901, 0.104404734456844",Cambridge District (B)
9,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000008U8960,8U8960,Connected,EPN-S0000000H8147,K53 SOUTH RUISLIP PRIMARY,,,"51.564145189976, -0.374829698728311",Harrow London Boro
6,Generation,Solar PV,0,19,Eastern Power Networks (EPN),EPN-S0000004U1106,4U1106,Connected,EPN-S0000000F4055,B53 LITTLE BARFORD 11KV,,,"52.2304495651685, -0.258136616492718",Huntingdonshire District
6,Generation,Solar PV,0,24,Eastern Power Networks (EPN),EPN-S0000007U2336,7U2336,Connected,EPN-S0000000F7057,C49 SOUTHEND GRID 11KV,,,"51.5410662978803, 0.687591888076467",Southend-on-Sea (B)
7,Generation,Solar PV,0,25,Eastern Power Networks (EPN),EPN-S0000004U1383,4U1383,Connected,EPN-S0000000F4068,B59 HUNTINGDON GRID,,,"52.3516489830839, -0.175850097448615",Huntingdonshire District
11,Generation,Solar PV,0,39,Eastern Power Networks (EPN),EPN-S0000006U2605,6U2605,Connected,EPN-S0000000H6011,G17 WATTON PRIMARY,,,"52.5703640665647, 0.814137933116835",Breckland District
